Date,AAPL,MSFT,AMZN,GOOGL,META,BRK-B,JNJ,V,JPM,PG,WMT,MA,UNH,HD,INTC
2018-01-02,40.722877502441406,80.22899627685547,59.45050048828125,53.660499572753906,181.4199981689453,197.22000122070312,118.39485931396484,109.93827056884766,90.68123626708984,77.15386962890625,88.95237731933594,146.95590209960938,202.50546264648438,162.56765747070312,39.85713195800781
2018-01-03,40.71578598022461,80.60236358642578,60.209999084472656,54.57600021362305,184.6699981689453,199.7899932861328,119.52581024169922,111.0327377319336,90.7736587524414,77.06025695800781,89.72830963134766,148.80360412597656,204.6297607421875,163.41494750976562,38.504451751708984
2018-01-04,40.9049072265625,81.31178283691406,60.47949981689453,54.78799819946289,184.3300018310547,200.69000244140625,119.51730346679688,111.44558715820312,92.07404327392578,77.60497283935547,89.80953979492188,150.7287139892578,205.51792907714844,164.71177673339844,37.79833984375
2018-01-05,41.37062454223633,82.31989288330078,61.457000732421875,55.51449966430664,186.85000610351562,201.4199981689453,120.5037612915039,114.1146011352539,91.48298645019531,77.6560287475586,90.34185791015625,153.8533935546875,209.43692016601562,166.43235778808594,38.062076568603516
2018-01-08,41.216957092285156,82.40391540527344,62.34349822998047,55.71049880981445,188.27999877929688,202.74000549316406,120.65679168701172,114.57540893554688,91.61805725097656,78.06455993652344,91.67718505859375,154.31842041015625,205.8018341064453,166.03463745117188,38.062076568603516
2018-01-09,41.21223449707031,82.347900390625,62.6349983215332,55.63949966430664,187.8699951171875,203.02000427246094,122.57008361816406,114.35460662841797,92.08248138427734,77.49432373046875,90.57643127441406,154.54136657714844,206.8273468017578,166.9510955810547,37.10924530029297
2018-01-10,41.202781677246094,81.97453308105469,62.71649932861328,55.50699996948242,187.83999633789062,205.61000061035156,122.42555236816406,114.22981262207031,93.09579467773438,77.00070190429688,89.92680358886719,154.89012145996094,205.2890625,165.82713317871094,36.15641403198242
2018-01-11,41.43681335449219,82.21723175048828,63.83399963378906,55.602500915527344,187.77000427246094,206.69000244140625,123.122802734375,115.05545806884766,93.59397888183594,76.72830963134766,90.24262237548828,155.91709899902344,206.378662109375,168.317138671875,36.930599212646484
2018-01-12,41.86470413208008,83.63606262207031,65.26000213623047,56.532501220703125,179.3699951171875,210.16000366210938,123.94766998291016,115.29547882080078,95.13923645019531,76.26870727539062,91.009521484375,157.28330993652344,209.35455322265625,169.821533203125,36.78596115112305
2018-01-16,41.65194320678711,82.46924591064453,65.24299621582031,56.53499984741211,178.38999938964844,210.2899932861328,124.88307189941406,115.5834732055664,94.80147552490234,76.78790283203125,90.84711456298828,157.2445526123047,213.25518798828125,169.7263946533203,36.700889587402344
2018-01-17,42.339866638183594,84.14012145996094,64.75,56.95500183105469,177.60000610351562,214.16000366210938,124.98509979248047,117.11002349853516,95.40943145751953,77.6219711303711,92.66060638427734,159.21145629882812,218.31878662109375,172.76109313964844,37.764312744140625
2018-01-18,42.3776969909668,84.10277557373047,64.66600036621094,56.798500061035156,179.8000030517578,213.19000244140625,124.93409729003906,118.19490814208984,95.6374282836914,77.33897399902344,94.10424041748047,160.33535766601562,222.64979553222656,171.47286987304688,37.84087371826172
2018-01-19,42.18858337402344,84.00942993164062,64.72899627685547,57.17499923706055,181.2899932861328,213.25,125.3082504272461,117.80128479003906,95.42633056640625,78.10224151611328,94.3658676147461,161.64344787597656,222.8237762451172,174.06658935546875,38.130130767822266
2018-01-22,41.84342956542969,85.51226806640625,66.3655014038086,58.20800018310547,185.3699951171875,215.97000122070312,125.97148895263672,119.3661880493164,96.54096221923828,78.80549621582031,95.14178466796875,163.04837036132812,223.01605224609375,176.7727508544922,38.92131805419922
2018-01-23,41.85288619995117,85.782958984375,68.12699890136719,58.80849838256836,189.35000610351562,215.55999755859375,120.60578918457031,119.67341613769531,96.43960571289062,76.369873046875,95.54778289794922,161.9922332763672,224.5269012451172,177.1531524658203,39.1850471496582
2018-01-24,41.18622970581055,85.7082748413086,67.87550354003906,58.56449890136719,186.5500030517578,215.61000061035156,120.80986785888672,119.57743072509766,97.67247009277344,75.73524475097656,95.44854736328125,161.81785583496094,224.19725036621094,178.29441833496094,38.717132568359375
2018-01-25,40.45101547241211,86.1843490600586,68.89749908447266,59.106998443603516,187.47999572753906,215.10000610351562,122.79117584228516,120.22066497802734,97.69778442382812,75.760986328125,96.17936706542969,163.3487091064453,224.49937438964844,177.5595245361328,38.53847885131836
2018-01-26,40.54558181762695,87.79918670654297,70.10250091552734,59.37799835205078,190.0,217.19000244140625,123.58198547363281,121.27676391601562,98.2213134765625,75.23784637451172,97.79439544677734,165.0443115234375,227.51190185546875,179.1676788330078,42.60502243041992
2018-01-29,39.70634078979492,87.66849517822266,70.88400268554688,59.32400131225586,185.97999572753906,215.4600067138672,122.17890930175781,119.85582733154297,98.11997985839844,74.4917221069336,98.84099578857422,163.30995178222656,226.54132080078125,177.1704864501953,42.51994323730469
2018-01-30,39.47229766845703,86.5670394897461,71.89099884033203,58.868499755859375,187.1199951171875,214.41000366210938,121.1159896850586,118.61736297607422,97.19957733154297,74.56890869140625,97.19891357421875,161.9922332763672,216.68890380859375,174.48159790039062,41.507568359375
2018-01-31,39.58104705810547,88.68595123291016,72.54450225830078,59.111000061035156,186.88999938964844,214.3800048828125,117.5104751586914,119.27020263671875,97.67247009277344,74.04576110839844,96.17936706542969,163.74598693847656,216.80792236328125,173.69483947753906,40.95458221435547
2018-02-01,39.663787841796875,87.98588562011719,69.5,59.079498291015625,193.08999633789062,217.25,119.0666275024414,120.70071411132812,98.68574523925781,73.62552642822266,95.20494842529297,167.55372619628906,215.3795166015625,172.83026123046875,40.537723541259766
2018-02-02,37.942771911621094,85.67095184326172,71.49749755859375,55.959999084472656,190.27999877929688,209.1199951171875,117.07682800292969,116.0827407836914,96.49872589111328,72.25336456298828,94.26661682128906,165.24778747558594,212.3212127685547,167.70327758789062,39.26161575317383
2018-02-05,36.99479675292969,82.14254760742188,69.5,53.11949920654297,181.25999450683594,196.8000030517578,110.87770080566406,111.62799072265625,91.87137603759766,69.51760864257812,90.30575561523438,159.47303771972656,201.46163940429688,158.3139190673828,37.87491226196289
2018-02-06,38.540870666503906,85.25091552734375,72.14199829101562,54.221500396728516,185.30999755859375,201.24000549316406,112.10224151611328,115.1802749633789,94.66637420654297,70.64964294433594,91.03659057617188,164.01724243164062,206.1864013671875,165.17002868652344,38.465904235839844
2018-02-07,37.7158203125,83.64539337158203,70.83899688720703,52.77050018310547,180.17999267578125,200.3699951171875,111.75358581542969,114.87305450439453,95.30815124511719,70.18653106689453,92.79595184326172,163.4842987060547,206.7724151611328,165.38621520996094,38.71428680419922
2018-02-08,36.67801284790039,79.3515853881836,67.5250015258789,50.385501861572266,171.5800018310547,191.4199981689453,107.45079803466797,109.314208984375,91.09452819824219,68.7972183227539,90.24262237548828,155.62643432617188,198.201904296875,156.67982482910156,36.615848541259766
2018-02-09,37.12663650512695,82.31057739257812,66.9800033569336,52.313499450683594,176.11000061035156,196.02000427246094,110.14640808105469,111.67597961425781,92.91846466064453,68.53993225097656,89.65613555908203,160.0640869140625,202.32235717773438,159.18710327148438,37.64365005493164
