Date,AMZN,META,BRK-B,JNJ,PG,WMT
2021-11-15,177.28399658203125,347.55999755859375,284.6700134277344,153.6348114013672,140.2684783935547,142.41915893554688
2021-11-16,177.03500366210938,342.9599914550781,283.3599853515625,152.836181640625,140.06861877441406,138.79348754882812
2021-11-17,177.4499969482422,340.7699890136719,281.5899963378906,153.40931701660156,139.98300170898438,137.60105895996094
2021-11-18,184.80299377441406,338.69000244140625,280.6300048828125,152.58251953125,140.0020294189453,138.7837677001953
2021-11-19,183.82850646972656,345.29998779296875,279.989990234375,153.0428924560547,139.71653747558594,138.0373077392578
2021-11-22,178.6284942626953,341.010009765625,284.9700012207031,151.0285186767578,140.64910888671875,140.35426330566406
2021-11-23,179.0019989013672,337.25,288.55999755859375,151.9647979736328,142.2097930908203,141.35275268554688
2021-11-24,179.02049255371094,341.05999755859375,287.2799987792969,151.53921508789062,141.46749877929688,142.06045532226562
2021-11-26,175.22799682617188,333.1199951171875,283.0899963378906,150.55569458007812,140.3350830078125,140.4705810546875
2021-11-29,178.07850646972656,338.0299987792969,282.1199951171875,151.07583618164062,141.81008911132812,138.2699737548828
2021-11-30,175.35350036621094,324.4599914550781,276.69000244140625,147.46322631835938,137.58493041992188,136.3311309814453
2021-12-01,172.18600463867188,310.6000061035156,275.0,149.49652099609375,139.3168487548828,132.94778442382812
2021-12-02,171.8679962158203,310.3900146484375,279.0899963378906,148.56024169921875,140.13525390625,131.32887268066406
2021-12-03,169.489501953125,306.8399963378906,277.42999267578125,150.72592163085938,142.6284942626953,133.3064727783203
2021-12-06,171.36849975585938,317.8699951171875,281.3800048828125,154.0926513671875,144.7886505126953,134.75094604492188
2021-12-07,176.1645050048828,322.80999755859375,284.9700012207031,154.48980712890625,144.40802001953125,134.314697265625
2021-12-08,176.1580047607422,330.55999755859375,283.7200012207031,155.41659545898438,145.05511474609375,132.95748901367188
2021-12-09,174.17100524902344,329.82000732421875,284.5199890136719,156.89187622070312,145.90206909179688,134.8068389892578
2021-12-10,172.21200561523438,329.75,288.2300109863281,156.504150390625,147.9385223388672,137.2693634033203
2021-12-13,169.5675048828125,334.489990234375,290.010009765625,159.30343627929688,150.04159545898438,139.74163818359375
2021-12-14,169.0915069580078,333.739990234375,295.0299987792969,161.04354858398438,150.59352111816406,141.07508850097656
2021-12-15,173.31500244140625,341.6600036621094,294.5799865722656,161.8473663330078,151.1739959716797,141.8829803466797
2021-12-16,168.87100219726562,334.8999938964844,300.1700134277344,163.6158447265625,153.315185546875,139.5177459716797
2021-12-17,170.0175018310547,333.7900085449219,293.6600036621094,159.0953826904297,149.84176635742188,135.05015563964844
2021-12-20,167.07899475097656,325.45001220703125,289.6099853515625,158.64144897460938,150.22238159179688,135.48817443847656
2021-12-21,170.41700744628906,334.20001220703125,293.239990234375,158.13076782226562,150.1272430419922,135.89697265625
2021-12-22,171.03700256347656,330.45001220703125,294.4100036621094,158.8116912841797,151.61175537109375,136.07217407226562
2021-12-23,171.06849670410156,335.239990234375,294.489990234375,159.11428833007812,152.35403442382812,135.7704315185547
2021-12-27,169.66949462890625,346.17999267578125,296.6700134277344,160.45721435546875,154.13356018066406,137.00657653808594
2021-12-28,170.66099548339844,346.2200012207031,298.2900085449219,161.1002655029297,154.96144104003906,138.97268676757812
2021-12-29,169.2010040283203,342.94000244140625,299.4599914550781,162.23512268066406,156.24615478515625,138.90457153320312
2021-12-30,168.64450073242188,344.3599853515625,299.9800109863281,162.95384216308594,154.8948211669922,139.352294921875
