Date,Markowitz,Sharpe,VADER Compound,VADER Positive,TextBlob
2021-01-05,0.0032548804198641234,0.010085003540633337,0.0026116291610155653,0.0028594688505767293,0.0035615748899570678
2021-01-06,0.00545178966167869,-0.024008513858242066,0.00046939874949473043,-0.0024112493499535035,-0.004455723733688042
2021-01-07,0.001472640461697495,0.01790517860251202,0.013478190632923354,0.01370589304416082,0.015160421413061653
2021-01-08,0.0006336237991503952,0.006386607551491736,0.0032062459363713276,0.0036099697154872183,0.004256999348086595
2021-01-11,-0.004069698614523692,-0.019761984612716537,-0.009569694900422596,-0.010935666305394123,-0.011677801853767983
2021-01-12,-0.00029026838785209397,-0.0013351072885993275,-0.0017184444910850892,-0.002248937886839205,-0.003664481963830614
2021-01-13,-0.000655646356270319,0.012854578327670374,0.007096761123933213,0.006549837466696951,0.005135035175207474
2021-01-14,0.00030816992863095594,-0.013527323652778733,-0.010290448892316964,-0.012140465767145104,-0.01216437933731468
2021-01-15,-0.008089021023770099,-0.010154128307008,-0.0042826096747616395,-0.0029459039345575695,-0.0011766584674512987
2021-01-19,0.0012536453693331442,0.003765704170590514,0.007095829177748271,0.007948828566641988,0.009333256965042879
2021-01-20,0.005549768791907524,0.029882489318003053,0.015726899934215447,0.018595581193046065,0.019645084442020573
2021-01-21,-0.0014442326689758566,0.021137638010514305,0.009332139559841456,0.009979331095978487,0.009603513302169653
2021-01-22,0.003039705601964176,0.004856607993894251,-0.007053218016239215,-0.005344087232754756,-0.0015386248195576838
2021-01-25,0.007345190672446806,0.01609787688319661,0.0036195201800257567,0.004369143849234792,0.006659996158502277
2021-01-26,0.01097584909320691,0.005605966471910207,0.003398830710456854,0.003735022045602245,0.004314096214855143
2021-01-27,-0.024293664811931636,-0.018669538462665433,-0.02700768031282738,-0.02701564886985133,-0.025663656431380872
2021-01-28,0.007146311709611951,-0.012445673301589848,0.010519843715876378,0.009517556315405677,0.008464299709461926
2021-01-29,-0.02249059291375813,-0.02479977837905447,-0.02119127360673661,-0.021333126629861796,-0.022254771614318387
2021-02-01,0.0031515882609984705,0.024179984077608255,0.01407378309994565,0.015528201240200329,0.01647066486213983
2021-02-02,0.003463119691069606,0.006449265255360946,0.013192688070200593,0.012814916942345586,0.010467556432467998
2021-02-03,-0.0017751441381911412,-0.009653890637715453,0.0037886094183077587,0.004432055707711866,0.007900656848217651
2021-02-04,0.007628874847691729,0.01355651005364025,0.010471983236306423,0.008954060553132229,0.007126004181438935
2021-02-05,0.008677382532697557,0.0013976722697643714,0.0014055544180449982,0.0017750877841389463,0.002344932958146649
2021-02-08,0.0019093031893838536,-0.002901598187544092,0.0014059645426281909,0.0005330944676028739,0.00028881607652118946
2021-02-09,0.003971252062678532,-0.005244603008949082,7.346468917001535e-05,-0.00017853496535431607,0.00015856913445742412
2021-02-10,-0.003636379869480205,-0.004725822616811874,0.000693599237860925,0.0006673685512814263,0.0010114453281260297
2021-02-11,-0.00207743364789066,-0.0029997592466909553,0.003725988839902288,0.003078668597921696,0.0016499155230059453
2021-02-12,0.002639316833205242,0.00169453397364322,0.0023118536169120614,0.0017330630968424923,0.001289077817494268
2021-02-16,0.001968197035059693,-0.008292286605897772,0.001010967223776144,0.000376688664635097,-0.0007447069539084382
2021-02-17,0.005896130701485654,-0.0032671795226685433,0.0017215302510171324,0.002498220783325595,0.0028587288237096253
2021-02-18,-0.017685687824185295,-0.0008055619918555649,-0.004499588154260216,-0.0047911710665139015,-0.0031744322967554
2021-02-19,-0.010412712993493408,-0.010937427696962713,-0.008826415302444051,-0.010011309665091233,-0.010840616479280462
2021-02-22,-0.0026157874747160656,-0.023181510317249805,-0.006012881026349868,-0.007930943072833313,-0.009981048029760457
2021-02-23,-0.004431463639479721,0.001847238050213492,0.0027524217146433225,0.002171730853486892,0.0006655891553470385
2021-02-24,-0.0004446095618411408,-0.005221445206109303,0.007813097247699045,0.005525423517712105,0.003539164079731146
2021-02-25,-0.010483106269244568,-0.02996288373511122,-0.023201942030483185,-0.024126299263879505,-0.023624032036680405
2021-02-26,-0.017076099622030036,0.001951908077887031,-0.002857005961671322,-0.0003755199022955851,0.0005644464396625905
2021-03-01,0.012871845957606489,0.0318536079691171,0.021294755249496665,0.020886672962020087,0.02107126572829529
2021-03-02,-0.005651036539043574,-0.016461875207081506,-0.008646990468595118,-0.009379071006644818,-0.00920425327722839
2021-03-03,-0.012982614509364304,-0.023595815173093865,-0.01247641172086712,-0.014485054914444071,-0.015398379420443009
2021-03-04,-0.011494431560230606,-0.01190789583056545,-0.011494205189858709,-0.009974292419900145,-0.008343735441022664
2021-03-05,0.020423632528001823,0.013192921280466306,0.02210118188228457,0.021636340361872237,0.02155823744298272
2021-03-08,0.002262000532948087,-0.02445182861536491,-0.0033356635311245567,-0.0059125849640553636,-0.00886040268359182
2021-03-09,0.005581484810964806,0.03088165106185812,0.016582366892788775,0.01869511926787602,0.018751657217062994
2021-03-10,0.013958553809663854,-0.0037051008632664638,0.0057007181766385116,0.0044472094673181075,0.0028738191637281197
2021-03-11,-0.0004786942697573254,0.014135625286219514,0.010393826416928246,0.012390349146936815,0.013632580884417054
2021-03-12,0.0055328315928055835,-0.004983916743100847,-0.0014247068059098018,-0.002007817616620285,-0.0028319517182450586
2021-03-15,-0.0025630447168009107,0.010614850966348068,0.002512276605224525,0.003380948351884086,0.004152865981400289
2021-03-16,0.0007775139213069552,0.007973313791679416,0.005686043868526331,0.006864201175857728,0.007919670735013769
2021-03-17,-0.00236618791407328,0.0010801680001523376,5.219343139197994e-05,0.00018883711199996136,-0.00042111288770546655
2021-03-18,-0.007016923794485088,-0.02874840519644328,-0.011692921876527306,-0.013345106233332507,-0.012856412778739763
2021-03-19,0.0029229708016982737,0.002292060132296984,-0.0017419269083678275,0.0008781917859916455,0.0017649468285575978
2021-03-22,0.0064240161660041855,0.02050882019371241,0.007656972056830217,0.008742147596433318,0.00954450805955674
2021-03-23,0.006419227140647708,0.00281767289680007,-0.001224532955125942,-0.00011591020300556472,0.001235764437769214
2021-03-24,-0.00035241208812105437,-0.01530798181758813,-0.003963376748853619,-0.005156677785503476,-0.005352201126993176
2021-03-25,0.002686687995757431,-0.002170505582757857,0.0005543088376471798,-0.00038174462128453195,-0.0004053449249709444
2021-03-26,0.013865222998737183,0.0060329737359786275,0.016423301121807454,0.015233085936159265,0.01401606772753021
2021-03-29,0.010302678137012224,0.005451396499518488,0.0039242181362273134,0.004340290573468707,0.004721913811951893
2021-03-30,-0.007840340342932779,-0.010991999616264757,-0.007003437059378091,-0.007249210178451778,-0.007169112171227869
2021-03-31,-0.0010090313522181935,0.013623373564295264,0.002948943123581353,0.0046844482418565685,0.006020272076437853
2021-04-01,-0.0008890247377863517,0.01044523852569856,0.010028126594514516,0.011150857670937313,0.011838193628702184
2021-04-05,0.016865790606895026,0.021452260694703486,0.020222946340666605,0.021573797023321132,0.022469221837799827
2021-04-06,0.0014200070726696947,0.0006654579976110743,-0.0034167122218573967,-0.0035790001282853803,-0.0038015860537573406
2021-04-07,0.002263007447981257,0.01261285559732962,0.007300674190443782,0.0077932556640990394,0.007970726182922133
2021-04-08,9.959273498140835e-05,0.012039548561895607,0.005683753015110189,0.006088906803467446,0.00617993244352485
2021-04-09,-0.0005102418339764144,0.01619106339206066,0.009204367526462063,0.00993913358880743,0.01000542984132214
2021-04-12,0.0027243789353932147,-0.0048037850146068085,-0.00380767400688628,-0.003564412620004491,-0.0030181709447477225
2021-04-13,-0.007042833602300893,0.011595385841975048,-0.0014193328062006608,-0.0004153003392041631,0.0007613624487236533
2021-04-14,-0.0005229110961441464,-0.015070877610745244,-0.006548392900751399,-0.007360020045103286,-0.007390765504391052
2021-04-15,0.007286614563112808,0.015757499201998506,0.014405573701858621,0.015032130529968737,0.01533679429267323
2021-04-16,0.006031818953026591,0.001105343904592605,0.003283258499036607,0.00307772646894613,0.003283471774505058
2021-04-19,-0.003934290740002638,-0.001485955191092851,-0.005159897277668082,-0.005303360159978272,-0.004248956065354322
2021-04-20,0.007541886219505993,-0.008584125789493571,-0.0035939586699224703,-0.003523746084882932,-0.0027660500880063985
2021-04-21,0.002713668428018843,0.003542342916700421,0.006689055355402769,0.0061632529965440375,0.005118475919780006
2021-04-22,-0.010478161706051394,-0.012958839726864464,-0.011046898547621989,-0.0113032942083594,-0.011564192411097386
2021-04-23,0.002327849257797892,0.011434060080148372,0.005897581485352094,0.00694330791457684,0.009284404363641788
2021-04-26,-0.009032447642397695,0.005260867310182639,-0.0025375065621210586,-0.0017279503335417851,-0.0018260955928788845
2021-04-27,0.0010808320758989623,-0.0003104492606406263,-0.0003982055394133819,-0.0004293756510644175,-0.0007103015377881968
2021-04-28,-0.001696510128459025,0.00025527651591963967,0.00242307109276608,0.0024289024707204615,0.0012428430961607187
2021-04-29,0.012282599899150055,0.0018326747992531177,0.012925989621525384,0.01295585973145805,0.013130103694482073
2021-04-30,-0.001991833664222803,-0.006444609328096465,-0.008214237446300749,-0.007823703401063321,-0.007647195170046289
2021-05-03,0.01067469890327558,-0.0025510872322940387,0.0031799574138336685,0.0021969501399669617,0.0031727354968104395
2021-05-04,-0.0011923328122731437,-0.02549617665957092,-0.005434509402356087,-0.007130401357911241,-0.007789069908527402
2021-05-05,-0.0030072798078176312,-0.004849276264479024,-0.0030150619190175525,-0.0037605976386209513,-0.0029962733460180842
2021-05-06,0.010356541787274055,0.012085841671976363,0.012709967644135772,0.012448645950875295,0.012379814151170785
2021-05-07,-0.00035835441004906693,0.0014251741112178082,0.0029365792171436424,0.002776409061335402,0.0036961774565751186
2021-05-10,0.0050967756526452595,-0.020866880498825735,-0.011805317034997211,-0.013577860905755655,-0.013129390895154037
2021-05-11,-0.008068157915273839,-0.0008032071595770455,-0.009268616308991718,-0.008400428121230074,-0.009121971365012613
2021-05-12,-0.014326343884189876,-0.022325519591599032,-0.021057960023576416,-0.02248749779750303,-0.02282030389309765
2021-05-13,0.013150777213255322,0.012408983521904426,0.01388057015071995,0.013689097999119448,0.014435881506489834
2021-05-14,0.007502560759536572,0.01690024975725206,0.013633686045758814,0.0141550689044966,0.014199910793611808
2021-05-17,-0.0007767929106852008,-0.00015063904799134283,-0.0019042563814191807,-0.0018967458059740744,-0.0027787479047292826
2021-05-18,0.001927126117584551,-0.011174983525657987,-0.005899980218143069,-0.00621203023162485,-0.007486058417953966
2021-05-19,-0.0007240985162387812,-0.00022044236673931378,-0.00038721209055817213,2.058299097152088e-05,0.00020626241017123256
2021-05-20,0.005486548377717841,0.013443169509094379,0.008688826269303807,0.009163990453151276,0.009700981596971216
2021-05-21,-0.0023849526700387624,-0.011831418530125471,-0.001834774120832818,-0.0027891387274190976,-0.003207844872649036
2021-05-24,0.00344775210117552,0.011516696301862235,0.01033256997771997,0.011122793091409825,0.011983282226732807
2021-05-25,0.00036475735339007887,0.0014331989130494651,-0.00018843517836305223,0.0008037170178519771,0.0015420468060959014
2021-05-26,-0.0021101794900207404,7.569243683966289e-05,-0.0012982340869461876,-0.000949174868927428,-0.0002783720618362169
2021-05-27,-0.0060060592812589296,-0.013322607685600067,-0.001010581203307691,-0.0017561908500018644,-0.0030033855334841023
2021-05-28,0.0009045902619109179,-0.0033016981213272365,-0.0020671542667285094,-0.0022240249715794803,-0.0019670545489192883
2021-06-01,-0.009486703089847384,-0.004341347343128915,-0.003928964884246472,-0.0038563726280161897,-0.004152061775734518
2021-06-02,0.0018815647184321016,0.005157011575710746,0.003292935970478505,0.002852687662317264,0.0017206791949268814
2021-06-03,0.0033937490899289885,-0.008235280500180034,-0.004664084641023946,-0.005401355823509249,-0.004702252697666172
2021-06-04,0.001511785341729632,0.011784171251107757,0.007794665639900835,0.008365941474896235,0.009067786078816132
2021-06-07,-0.004567622679155821,0.000222129899424298,-0.0009997076578338246,-9.474379838576402e-05,0.0010870875242699324
2021-06-08,-0.005108481387552134,0.008065895822327125,-0.0006238642130873119,-4.002521532987699e-05,-0.0005629325575258159
2021-06-09,0.001989494972361466,0.0033209728109658263,-0.0012376058753913273,-0.0013054893583400167,-0.0007128403617510778
2021-06-10,0.005665445588005479,0.005096804396234749,0.003955112490992531,0.005346314083086924,0.0055102694485112645
2021-06-11,-0.0021398499578753113,0.0033005058302946677,0.0008739712791323881,0.0009146872745244643,0.0006066271455788675
2021-06-14,-0.00012584588707539727,0.015375251582934391,0.0029274434229157463,0.004186450633373633,0.004957886259651418
2021-06-15,-0.0027266582220919276,-0.003615610469606762,-0.0037676270273100075,-0.003720734946879971,-0.004366915030238908
2021-06-16,-0.00846106581967462,0.002743486276608779,-0.006878482624061947,-0.006947003504855603,-0.006345967090521774
2021-06-17,0.004214258863745119,0.015088745351162811,0.004448545895307916,0.006328713994416904,0.006841589707544874
2021-06-18,-0.01617847527126016,-0.007407052919439097,-0.013207830253345428,-0.012181487581325673,-0.011899695891054437
2021-06-21,0.007927413028098585,0.004970417148436046,0.011279152123338817,0.010819926029376667,0.01157187161347216
2021-06-22,0.0025398856705610355,0.01142500729160851,0.0068452832535178965,0.008024905622315006,0.008129688839323117
2021-06-23,-0.005282383650660199,-0.0013817269074479005,-0.003538912127934119,-0.0031792964579088812,-0.0026155553074958806
2021-06-24,0.0022829262327427914,-0.006036677122089541,0.0034203090865866487,0.002795832942502913,0.002824495955320685
2021-06-25,0.007717409172568992,-0.003911906742091159,0.003938842398969551,0.0028728486754171583,0.0023100835816990345
2021-06-28,7.296116855715171e-05,0.011062475772320649,0.0033225906466302496,0.004591654958201325,0.0058796236627376205
2021-06-29,-0.003221750286785132,0.005110228187612013,-0.0003462299151511999,1.6316712561108586e-05,0.0010990407830491016
2021-06-30,0.010047186877478395,0.001854160629787981,0.001142791258678192,0.0008145623027990043,0.0006843848003350649
2021-07-01,0.00012057568959037692,0.0007944228021181176,0.005201307967279974,0.004992672800584525,0.005203936049862289
2021-07-02,0.00892186684604114,0.018362145565458673,0.01105436087649921,0.01190072515431643,0.012702115624908222
2021-07-06,0.0016331025051555697,0.02249632514394625,0.0012993818440446517,0.0029562765417127015,0.0027229008283476104
